ID,EMOTION,SITUATION
11057,shame,"My behaviour at a recent party.  I passed out early, luckily."
11057,guilt,When I was face to face with my deceived friend after sleeping  with his wife.
11059,joy,"When I dived among sharks and the brightly coloured fish on the  outer reef of Tvavni, Fidgi."
11059,fear,"When I missed crashing, by a hair's breadth, into a man who came  out 20 metres ahead of me when I was driving at 110km/h."
11059,anger,When I told off a computer teacher who did not want to teach me  beacause of prejudice.
11059,sadness,When I could not do anything because of a bad back.
11059,disgust,When I discovered that the house we had hired in Tonga was full  of cockroaches.
11059,shame,When I excreted on the mat instead of the potty.
11059,guilt,When I pulled a chair from under someone at kindergarten and he  hit his head.
11060,joy,When I passed the driving test three weeks ago and got my  licence.
11060,fear,When the car I was driving skidded on an icy road and landed in    a ditch with one side against a rock.
11060,anger,[ No response.]
11060,sadness,[ No response.]
11060,disgust,[ No response.]
11060,shame,[ No response.]
11060,guilt,[ No response.]
11061,joy,When I met friends I had not seen for the last 2-4 years.
11061,fear,When a guy chased me when I was out jogging.
11061,anger,[ No response.]
11061,sadness,[ No reponse.]
11061,disgust,[ No response.]
11061,shame,[ No response.]
11061,guilt,[ No response.]
11062,joy,[ No response.]
11062,fear,[ No response.]
11062,anger,When the morning newspaper has not arrived.
11062,sadness,[ No response.]
11062,disgust,[ No response.]
11073,disgust,[ No response.]
11073,shame,[ No response.]
11073,guilt,[ No response.]
11074,joy,"I feel unbelievably happy about the relationship between my  boyfriend and me, it is a reoccurring feeling."
11074,fear,A reoccurring fear that something will happen to my relatives.
11074,anger,"When I argue with my boyfriend, I feel as though he feels  superior to me."
11074,sadness,When I failed an exam last Summer.  I had worked very hard for it  and I was very disappointed thinking that it was hopeless to  continue at college.  I did overreact.
11074,disgust,[ No response.]
11074,shame,[ No response.]
11074,guilt,When I argue with my sister.  It feels sometimes that I have the  upper hand and I use it.  I often argue better and this makes her  terribly angry.
11075,joy,I was very happy when I got an attractive Summer job.
41078,joy,The birth of my child.
41078,fear,"When I have to leave the baby in the carriage and go shopping, I  fear that something will happen to the baby."
41078,anger,When during Winter the water pipes froze and we did not have any  water for two days.
41078,sadness,I did not quite succeed in breast feeding my baby.
41078,disgust, The smell of garlic in rush-hour bus.
41078,guilt,"I have a two-month old baby.  When I came here, to the  university, to attend lectures, I had to leave the baby with his  father.  I felt guilty."
41079,joy,"During the Christmas holidays, I met some of my old friends,  after not having seen them for six months."
41079,fear,"We were driving a car of a friend of mine when we turned in the  wrong direction towards an unknown district, and nearly drove  down a precipice."
41079,anger,When our religion teacher presented shocking sectarian thoughts  and doom's day as official teaching.
41079,sadness,"My grandfather died, when I was an exchange student in the USA."
41079,shame,"I insulted a couple of good friends of mine and even tried to hit  them when I was drunk.  The next day, I was ashamed of course."
41079,guilt,I stole carrots and got caught.  I had to apologize to the owner.
41080,joy,"In the underground's escalator, a youngish bum asked me for  money.  Although I did not give him anything, the fellow told me  that I was really good-looking.  A man who was in front of me  also turned to look at me."
41080,fear,I was afraid of moving away from home and moving to Helsinki for  my studies.
41080,anger,"In the student kitchen that we share, somebody drank from my  juice pot (one litre) so that I only got one glass out of the  whole pot."
41080,sadness,My father gave money to my brother but not to me.
41080,disgust,"During the week-end at home, my mother fries greasy and unhealthy  meat dishes which make me feel sick."
41080,shame,I was wearing slippery shoes and I tumbled down in a place where  there were many people walking by.
