ID,SITUATION,EMOTION,predicted_emotion
11052,When I read racist slogans on the walls.,disgust,disgust
11052,About Sweden's arms exports.,shame,fear
11052,Not doing something I had promised.,guilt,sadness
11053,When I gave birth to a healthy boy.,joy,joy
11053,When my husband and I spent a night by ourselves in a house which  was in an area on the outskirts of a large town with which we were   not familiar.  We  heard strange noises outside the house and the   house had glass walls so the whole thing was even more  frightening.,fear,fear
11053,Jealous of my husband's old girlfriend.  We met her with her  husband and there was a lot of reminiscing.,anger,jealousy
11053,When my daughter had problems with her friends and I could see  her predicament from the window.  She was given a the cold  shoulder.,sadness,sadness
11053,"When I was an auxiliary nurse at the hospital and I had to change  the nappies, for the first time, of a very old and sick woman.",disgust,sadness
11053,When friends found out that I had been lying about where I had  been on a particular occasion.,shame,sadness
11053,When my middle child became very difficult to handle after the  birth of his baby brother and I did not have any patience with  him.,guilt,sadness
11054,When my husband and I decided to take a few days holiday after a  particularly trying period.,joy,joy
11054,Before a hospital visit prior to a D&C under anasthesia for an  expected miscarriage.,fear,sadness
11054,Exchange of points of view with my sister on a family matter.,anger,joy
11054,Treatment to become pregnant with a negative result.,sadness,sadness
11054,"When I was young, about 6 or 7, I did not make it to the toilet  on time.  I hid the dirty trousers in the cellar as I feared it being discovered by my parents.",shame,fear
11054,At work a boy was injured because of my lack of supervision.,guilt,sadness
11055,When I gave birth to a child and saw that it was normal when it  was put against my breast.,joy,joy
11055,During labour when the foetal sounds became faint and there was a  big alert for a forceps delivery.,fear,fear
11055,When I first heard that Tage Dannielsson had died.,sadness,sadness
11055,The lift of Stockholm central station stank of vomit and urine.,disgust,disgust
11055,On the train a drunk person touched my baby and I reacted very  disapprovingly.  I felt ashamed later as the person had not been  aggressive though he could have been.,shame,shame
11055,I get irritated with my son when he screams or is sick all over  his clean clothes.,guilt,anger
11056,The high school entrance exam.,joy,joy
11056,An unjust refree decision at a sports event when I was the team  leader.,anger,sadness
11056,When my girlfriend left me.,sadness,sadness
11056,I was dominated by a certain person and even though I knew it I  could not change my own reactions.,disgust,sadness
11056,When I was given detention at secondary school.,shame,sadness
11056,When I splashed a child by not slowing down while driving  through a puddle of water.,guilt,fear
11057,"Yesterday, when the final whistle blew at the final match between  OIS and IFK and it was certain that OIS had won the Swedish  title.",joy,sadness
11057,I was teaching someone to drive and when we were about to crash I  was scared.,fear,fear
11057,A drummer who had borrowed my drums destroyed both the drumskin  and the sticks.  He did not repair them nor did he tell me about  it.,anger,anger
11057,When my dad gives priority to my kid brother's band and his  other activities.  We both play in different bands and rehearse  in my parents garage.,sadness,sadness
11057,A friend unjustly put the blame on me to relieve his conscience  and also spread lies for the same purpose.,disgust,anger
11057,"My behaviour at a recent party.  I passed out early, luckily.",shame,joy
11057,When I was face to face with my deceived friend after sleeping  with his wife.,guilt,sadness
11059,"When I dived among sharks and the brightly coloured fish on the  outer reef of Tvavni, Fidgi.",joy,joy
11059,"When I missed crashing, by a hair's breadth, into a man who came  out 20 metres ahead of me when I was driving at 110km/h.",fear,fear
11059,When I told off a computer teacher who did not want to teach me  beacause of prejudice.,anger,anger
11059,When I could not do anything because of a bad back.,sadness,sadness
11059,When I discovered that the house we had hired in Tonga was full  of cockroaches.,disgust,disgust
11059,When I excreted on the mat instead of the potty.,shame,disgust
11059,When I pulled a chair from under someone at kindergarten and he  hit his head.,guilt,fear
11060,When I passed the driving test three weeks ago and got my  licence.,joy,joy
11060,When the car I was driving skidded on an icy road and landed in    a ditch with one side against a rock.,fear,fear
11060,[ No response.],anger,sadness
11060,[ No response.],sadness,sadness
11060,[ No response.],disgust,sadness
11060,[ No response.],shame,sadness
11060,[ No response.],guilt,sadness
11061,When I met friends I had not seen for the last 2-4 years.,joy,joy
11061,When a guy chased me when I was out jogging.,fear,fear
11061,[ No response.],anger,sadness
11061,[ No reponse.],sadness,noresponse
11061,[ No response.],disgust,sadness
11061,[ No response.],shame,sadness
11061,[ No response.],guilt,sadness
11062,[ No response.],joy,sadness
11062,[ No response.],fear,sadness
11062,When the morning newspaper has not arrived.,anger,sadness
11062,[ No response.],sadness,sadness
11062,[ No response.],disgust,sadness
11073,[ No response.],disgust,sadness
11073,[ No response.],shame,sadness
11073,[ No response.],guilt,sadness
11074,"I feel unbelievably happy about the relationship between my  boyfriend and me, it is a reoccurring feeling.",joy,joy
11074,A reoccurring fear that something will happen to my relatives.,fear,fear
11074,"When I argue with my boyfriend, I feel as though he feels  superior to me.",anger,shame
11074,When I failed an exam last Summer.  I had worked very hard for it  and I was very disappointed thinking that it was hopeless to  continue at college.  I did overreact.,sadness,sadness
